id,image_id,prediction_list
2089,007178.jpg,"[['tvmonitor', 0.538669228553772, 408, 214, 475, 303], ['person', 0.3877192437648773, 70, 101, 376, 394], ['tvmonitor', 0.22029615938663483, 439, 218, 513, 302], ['chair', 0.21846920251846313, 396, 211, 444, 296], ['tvmonitor', 0.11865401268005371, -11, 285, 55, 373]]"
2090,003277.jpg,"[['sofa', 0.2647532522678375, -16, 127, 420, 381], ['sofa', 0.1282464861869812, 199, 159, 426, 360]]"
2091,000290.jpg,"[['dog', 0.17291146516799927, 96, 118, 353, 489]]"
2092,007286.jpg,"[['boat', 0.17457862198352814, 175, 51, 289, 212], ['chair', 0.1050114631652832, 179, 164, 366, 280]]"
2093,008090.jpg,"[['sheep', 0.5620061159133911, 425, 154, 479, 203], ['sheep', 0.31045475602149963, 361, 116, 382, 165], ['cow', 0.2739715278148651, 118, 179, 361, 337]]"
2094,009201.jpg,"[['person', 0.36233773827552795, 153, 176, 332, 336]]"
2095,005558.jpg,"[['car', 0.5611997842788696, 85, 5, 435, 320], ['person', 0.4617275893688202, 399, -2, 468, 167], ['person', 0.32057878375053406, 312, 14, 363, 67], ['person', 0.27694982290267944, 273, -2, 314, 33], ['person', 0.21267367899417877, 11, -9, 95, 189], ['person', 0.1418081521987915, 355, -2, 395, 75], ['person', 0.12689022719860077, 394, 6, 444, 117], ['person', 0.10735760629177094, 278, 3, 333, 59]]"
2096,009265.jpg,"[['aeroplane', 0.0, 0, 0, 0, 0]]"
2097,001503.jpg,"[['person', 0.3622060716152191, 296, 146, 336, 239]]"
2098,005915.jpg,"[['sheep', 0.6278601288795471, 199, 70, 329, 221], ['sheep', 0.33425790071487427, 250, 124, 361, 219]]"
2099,001625.jpg,"[['person', 0.6127156019210815, 256, 126, 300, 209], ['person', 0.6117236018180847, 216, 129, 246, 204], ['sheep', 0.26573649048805237, 130, 190, 233, 264], ['pottedplant', 0.19456663727760315, 82, -7, 190, 78]]"
2100,005425.jpg,"[['person', 0.5834959745407104, 155, 52, 259, 438], ['person', 0.5527374744415283, 100, 90, 203, 428], ['person', 0.1198435127735138, 48, 84, 167, 435]]"
2101,004027.jpg,"[['pottedplant', 0.623335599899292, 90, 355, 128, 471], ['pottedplant', 0.5089569091796875, 20, 201, 137, 406], ['pottedplant', 0.31629592180252075, 110, 226, 204, 455], ['pottedplant', 0.29758739471435547, 19, 4, 305, 466], ['pottedplant', 0.21420972049236298, 56, 349, 113, 467], ['pottedplant', 0.1245628371834755, 274, 243, 320, 364], ['pottedplant', 0.12123177945613861, 141, 274, 210, 459], ['pottedplant', 0.10393433272838593, 209, 35, 339, 430]]"
2102,006907.jpg,"[['car', 0.6601811051368713, 46, 330, 348, 420]]"
2103,000502.jpg,"[['person', 0.4744863212108612, 38, 3, 487, 364]]"
2104,001487.jpg,"[['boat', 0.4905441105365753, 237, 116, 277, 133], ['boat', 0.11899671703577042, 215, 112, 274, 127]]"
2105,004282.jpg,"[['bird', 0.4040199816226959, 68, 55, 449, 386]]"
2106,002911.jpg,"[['person', 0.6262329816818237, 122, 58, 351, 337], ['person', 0.3936067223548889, 6, 231, 115, 329], ['person', 0.3482701778411865, 468, 296, 492, 339], ['person', 0.27647748589515686, 443, 300, 473, 339]]"
2107,004118.jpg,"[['bottle', 0.5815297365188599, 233, 263, 251, 326], ['person', 0.5035918951034546, 288, 101, 411, 254], ['person', 0.4740249514579773, 368, 111, 507, 335], ['person', 0.4408893287181854, 60, 92, 208, 349], ['bottle', 0.4327191114425659, 229, 236, 255, 319], ['person', 0.4179607927799225, 171, 89, 296, 315], ['bottle', 0.4089794456958771, 253, 240, 293, 308], ['person', 0.3724854588508606, 181, 75, 296, 200], ['person', 0.33790868520736694, 278, 98, 458, 309], ['tvmonitor', 0.2975127398967743, 303, -2, 382, 25], ['bottle', 0.2866802513599396, 280, 265, 319, 335], ['bottle', 0.25883084535598755, 259, 259, 285, 330], ['car', 0.19457630813121796, 6, 123, 37, 158], ['bottle', 0.14916089177131653, 310, 263, 370, 329], ['chair', 0.11467856168746948, -9, 175, 54, 325], ['bottle', 0.10898353159427643, 205, 179, 268, 325], ['person', 0.10833112895488739, 353, 111, 475, 199]]"
2108,007239.jpg,"[['aeroplane', 0.0, 0, 0, 0, 0]]"
2109,001349.jpg,"[['aeroplane', 0.0, 0, 0, 0, 0]]"
2110,004858.jpg,"[['pottedplant', 0.32618463039398193, 23, 4, 451, 355], ['pottedplant', 0.1544114500284195, 431, -2, 512, 135]]"
2111,001422.jpg,"[['car', 0.7576966285705566, 53, 99, 471, 270]]"
2112,009171.jpg,"[['person', 0.715035617351532, 99, 125, 153, 212], ['person', 0.6353568434715271, 171, 132, 219, 209], ['person', 0.5981667041778564, 244, 123, 292, 215], ['person', 0.5917194485664368, 34, 129, 96, 232], ['person', 0.5646220445632935, 303, 130, 352, 206], ['person', 0.3730931878089905, -9, 135, 51, 254], ['person', 0.33301448822021484, 379, 127, 492, 278], ['person', 0.22427606582641602, 401, 102, 478, 250], ['diningtable', 0.13720406591892242, 19, 210, 463, 402]]"
2113,008662.jpg,"[['bird', 0.6675527095794678, 164, 68, 274, 289]]"
2114,001919.jpg,"[['car', 0.7454222440719604, 214, 84, 332, 216]]"
2115,006256.jpg,"[['car', 0.5508041977882385, 47, 78, 428, 282], ['car', 0.11449312418699265, 330, 80, 486, 224]]"
2116,006083.jpg,"[['motorbike', 0.4439745545387268, 89, 71, 363, 325], ['person', 0.1537538766860962, 382, 73, 453, 215]]"
2117,003561.jpg,"[['diningtable', 0.27220743894577026, 3, 108, 327, 504]]"
2118,005082.jpg,"[['person', 0.5759155750274658, 173, 190, 206, 266], ['sofa', 0.2659435272216797, 304, 190, 471, 313], ['chair', 0.1476481407880783, 2, 188, 117, 265]]"
2119,009771.jpg,"[['cow', 0.4400002360343933, 138, 181, 446, 380]]"
2120,004934.jpg,"[['person', 0.34192001819610596, 17, 5, 463, 325], ['cat', 0.18549564480781555, 232, 15, 506, 330]]"
2121,003819.jpg,"[['dog', 0.6086778044700623, 91, 222, 319, 336], ['dog', 0.29416802525520325, 117, 47, 366, 259], ['person', 0.2196582853794098, 9, -10, 230, 257], ['dog', 0.11440601199865341, 60, 41, 413, 362]]"
2122,004511.jpg,"[['cat', 0.2382810115814209, -1, -14, 259, 248], ['person', 0.14526095986366272, 37, 13, 490, 266]]"
2123,002424.jpg,"[['car', 0.5838422179222107, 409, 224, 495, 277], ['train', 0.37752267718315125, 167, 147, 319, 254], ['person', 0.26018160581588745, 443, 167, 471, 224], ['car', 0.10731736570596695, 381, 231, 464, 283]]"
2124,000031.jpg,"[['train', 0.6509078741073608, 16, 88, 454, 262]]"
2125,005727.jpg,"[['sofa', 0.36428356170654297, 156, 169, 450, 333]]"
2126,007341.jpg,"[['aeroplane', 0.25838759541511536, 26, 59, 459, 288], ['person', 0.15915128588676453, 453, 327, 504, 386]]"
2127,001193.jpg,"[['bicycle', 0.34815701842308044, 15, 53, 349, 483]]"
2128,000277.jpg,"[['sofa', 0.3697342276573181, 1, 119, 489, 333], ['person', 0.14446112513542175, 306, 85, 445, 217]]"
2129,004240.jpg,"[['car', 0.5346019268035889, 66, 385, 280, 459], ['car', 0.13484153151512146, 282, 395, 322, 442]]"
2130,002777.jpg,"[['chair', 0.744086503982544, 209, 218, 269, 331], ['pottedplant', 0.4812676012516022, 313, 118, 449, 237], ['chair', 0.4153394401073456, 234, 194, 295, 309], ['chair', 0.39069175720214844, 101, 226, 200, 328], ['sofa', 0.38687363266944885, 309, 238, 510, 368], ['chair', 0.20015008747577667, 148, 196, 243, 317], ['chair', 0.1802845597267151, 126, 201, 195, 251], ['chair', 0.16905267536640167, 85, 250, 180, 356], ['chair', 0.1436411440372467, 264, 192, 326, 268]]"
2131,007228.jpg,"[['chair', 0.633841335773468, 275, 100, 337, 203], ['person', 0.4725177586078644, 44, 69, 191, 276], ['diningtable', 0.39016491174697876, 31, 202, 495, 360], ['chair', 0.2545245587825775, 291, 91, 363, 211], ['chair', 0.12580858170986176, 225, 101, 324, 199], ['chair', 0.1193452700972557, 280, 88, 325, 163], ['chair', 0.11524142324924469, 131, 93, 267, 205]]"
2132,001867.jpg,"[['person', 0.32662373781204224, 26, 62, 61, 219], ['pottedplant', 0.21368005871772766, 242, 32, 354, 216]]"
2133,002991.jpg,"[['cow', 0.6931912302970886, 62, 70, 288, 523]]"
2134,007660.jpg,"[['aeroplane', 0.0, 0, 0, 0, 0]]"
2135,006771.jpg,"[['person', 0.7557862401008606, 323, 73, 423, 197], ['person', 0.7442888021469116, 210, 68, 306, 197], ['person', 0.6101336479187012, 0, 65, 166, 349], ['person', 0.4891946613788605, 380, 99, 500, 343], ['person', 0.44367527961730957, 136, 73, 213, 222], ['diningtable', 0.25825798511505127, 31, 163, 439, 343], ['person', 0.25675421953201294, 427, 17, 485, 137], ['tvmonitor', 0.20927521586418152, 251, 50, 348, 114], ['diningtable', 0.10495225340127945, 158, 165, 363, 298]]"
2136,000968.jpg,"[['aeroplane', 0.769756019115448, 1, 77, 486, 226]]"
2137,008165.jpg,"[['train', 0.14806830883026123, -9, 73, 394, 285]]"
2138,002426.jpg,"[['sofa', 0.37885230779647827, 9, 52, 472, 352], ['pottedplant', 0.34894976019859314, 466, 9, 488, 55], ['person', 0.17863626778125763, 31, 38, 292, 250]]"
2139,003173.jpg,"[['person', 0.6588113307952881, 120, 24, 213, 115], ['horse', 0.32151034474372864, 100, 33, 241, 201], ['cow', 0.14023840427398682, -4, 81, 44, 127], ['chair', 0.13124585151672363, 222, 38, 302, 199]]"
2140,002711.jpg,"[['person', 0.45654386281967163, 355, 40, 463, 187], ['person', 0.4154726266860962, 174, 166, 287, 284], ['person', 0.3042248487472534, 340, 196, 388, 321], ['person', 0.27399158477783203, 348, 52, 480, 308], ['bottle', 0.25508278608322144, 1, 239, 54, 387], ['person', 0.24363981187343597, 313, 209, 367, 311], ['bottle', 0.22775347530841827, 15, 258, 77, 394], ['person', 0.12527942657470703, 309, 281, 356, 341], ['person', 0.12107733637094498, 259, 210, 360, 348], ['car', 0.11346276104450226, 214, 98, 388, 242]]"
2141,006905.jpg,"[['person', 0.3689660429954529, 95, 7, 509, 366], ['person', 0.2399645745754242, 138, 75, 207, 276], ['person', 0.1531139314174652, 145, 93, 193, 212], ['person', 0.1342296451330185, 88, 45, 287, 321]]"
2142,009899.jpg,"[['dog', 0.41164112091064453, 121, 5, 477, 366]]"
2143,009483.jpg,"[['cat', 0.4120069444179535, 7, 3, 320, 490], ['cat', 0.21979783475399017, 206, 234, 336, 513]]"
2144,003610.jpg,"[['person', 0.5405952334403992, 7, 32, 355, 507]]"
2145,008314.jpg,"[['person', 0.8029754161834717, 243, 59, 311, 212], ['horse', 0.7706988453865051, 150, 107, 449, 302]]"
2146,004633.jpg,"[['aeroplane', 0.0, 0, 0, 0, 0]]"
2147,007689.jpg,"[['person', 0.5509873032569885, 145, 2, 534, 268]]"
2148,000553.jpg,"[['motorbike', 0.5093572735786438, 57, 39, 415, 305]]"
2149,007368.jpg,"[['car', 0.7136837840080261, 298, 89, 406, 167], ['person', 0.6774161458015442, 52, 54, 137, 205], ['car', 0.6512265205383301, 172, 101, 254, 142], ['motorbike', 0.4880928099155426, 3, 149, 380, 521], ['car', 0.22704002261161804, 266, 88, 363, 155], ['car', 0.12239593267440796, 161, 93, 209, 151]]"
2150,002733.jpg,"[['car', 0.584028959274292, 20, 46, 492, 278]]"
2151,006228.jpg,"[['car', 0.560434103012085, -5, 57, 478, 350], ['car', 0.2985195815563202, 384, 108, 499, 203]]"
2152,009759.jpg,"[['cat', 0.3009171783924103, 8, 5, 461, 318]]"
2153,005748.jpg,"[['person', 0.6098624467849731, 132, 73, 419, 383], ['person', 0.4999519884586334, 330, -8, 446, 198]]"
2154,004443.jpg,"[['bird', 0.6304267644882202, 342, 150, 382, 191], ['bird', 0.5161312222480774, 226, 136, 264, 210], ['pottedplant', 0.2754358649253845, 42, 89, 83, 120]]"
2155,003542.jpg,"[['bicycle', 0.6480154395103455, 210, 214, 300, 283], ['person', 0.6200746297836304, 229, 188, 285, 266], ['person', 0.5271705985069275, 157, 186, 214, 261], ['person', 0.526965320110321, 88, 172, 160, 290], ['person', 0.4905787408351898, 134, 183, 202, 277], ['bicycle', 0.44610413908958435, 36, 228, 145, 317], ['bicycle', 0.43411940336227417, 110, 197, 215, 309], ['person', 0.4329090118408203, 425, 182, 460, 225], ['person', 0.2371085286140442, 59, 178, 134, 292], ['person', 0.15973559021949768, 166, 183, 208, 237], ['bicycle', 0.10960930585861206, 70, 195, 179, 311]]"
2156,005276.jpg,"[['person', 0.680226743221283, 5, 99, 86, 345], ['person', 0.5382711291313171, 96, 118, 150, 334], ['person', 0.47762542963027954, 154, 96, 298, 364], ['person', 0.46896877884864807, 118, 103, 193, 347], ['bicycle', 0.4525530934333801, -1, 206, 81, 340], ['bicycle', 0.32084786891937256, 150, 221, 328, 378], ['person', 0.12616930902004242, 66, 113, 125, 331]]"
2157,001949.jpg,"[['chair', 0.6627517938613892, 154, 324, 298, 493], ['chair', 0.5821489691734314, 52, 305, 137, 466], ['chair', 0.5707863569259644, 301, 300, 372, 498], ['chair', 0.4505445957183838, 71, 310, 172, 493], ['chair', 0.44618111848831177, 259, 313, 353, 494], ['diningtable', 0.4067782461643219, 104, 329, 245, 486], ['chair', 0.13234353065490723, 325, 297, 387, 473], ['chair', 0.1184493824839592, 19, 254, 68, 425], ['diningtable', 0.10427732765674591, 101, 263, 301, 426]]"
2158,001096.jpg,"[['person', 0.6296231746673584, 193, 43, 331, 254], ['bicycle', 0.584609866142273, 147, 133, 335, 320], ['bird', 0.19105271995067596, 444, 252, 476, 278]]"
2159,008158.jpg,"[['car', 0.3508422374725342, -11, 72, 192, 373]]"
2160,009110.jpg,"[['person', 0.4824947118759155, 112, 63, 345, 272]]"
2161,003203.jpg,"[['train', 0.5942509770393372, 2, 116, 457, 244]]"
2162,006557.jpg,"[['sheep', 0.7727733850479126, 245, 144, 365, 320], ['sheep', 0.5706533193588257, 172, 154, 245, 310]]"
2163,006119.jpg,"[['motorbike', 0.69684898853302, 98, 149, 211, 267], ['motorbike', 0.48533207178115845, 201, 71, 425, 330]]"
2164,001389.jpg,"[['cat', 0.3584204912185669, 181, 156, 376, 342]]"
2165,003281.jpg,"[['pottedplant', 0.7740491628646851, 175, 258, 220, 373], ['pottedplant', 0.4880532920360565, 25, 133, 71, 200], ['pottedplant', 0.4833556115627289, -3, 103, 27, 206], ['pottedplant', 0.39569756388664246, 223, 225, 288, 387], ['pottedplant', 0.33370622992515564, 316, 228, 357, 288], ['pottedplant', 0.23937088251113892, 196, 246, 258, 367], ['pottedplant', 0.1808115392923355, 161, 164, 228, 303], ['pottedplant', 0.14654569327831268, 181, 328, 213, 422], ['pottedplant', 0.13197258114814758, 41, 148, 78, 217], ['pottedplant', 0.12637431919574738, 211, 333, 246, 404]]"
2166,006997.jpg,"[['boat', 0.3793487250804901, 320, 200, 438, 249], ['boat', 0.28769874572753906, 283, 206, 404, 242], ['boat', 0.22956007719039917, 76, 191, 319, 258]]"
2167,006982.jpg,"[['horse', 0.41212156414985657, 215, 126, 277, 223], ['person', 0.25782284140586853, 332, 99, 356, 148]]"
2168,000651.jpg,"[['horse', 0.3899281919002533, 87, 18, 505, 381]]"
2169,004883.jpg,"[['bus', 0.1551900953054428, 9, 68, 486, 240], ['bus', 0.14808140695095062, 267, 82, 469, 214]]"
2170,007512.jpg,"[['bird', 0.22910530865192413, 300, 133, 383, 327], ['bird', 0.14563749730587006, 32, 126, 362, 323]]"
2171,007806.jpg,"[['aeroplane', 0.46130815148353577, 37, 246, 494, 359]]"
2172,000314.jpg,"[['chair', 0.5104411840438843, 193, 144, 274, 196], ['chair', 0.43104326725006104, 233, 145, 303, 199], ['chair', 0.30187565088272095, 179, 132, 226, 188], ['chair', 0.25434765219688416, 198, 156, 288, 294], ['sofa', 0.24365372955799103, 347, 154, 522, 309], ['chair', 0.16715200245380402, 263, 135, 321, 186], ['chair', 0.133791983127594, 151, 121, 182, 185], ['chair', 0.10415658354759216, 215, 161, 304, 247], ['person', 0.10358461737632751, 344, 162, 383, 198], ['chair', 0.10199537128210068, -24, 221, 70, 319]]"
2173,009595.jpg,"[['chair', 0.38954728841781616, 155, 49, 291, 214], ['pottedplant', 0.10258381813764572, 49, 43, 126, 117]]"
2174,009624.jpg,"[['dog', 0.5759215950965881, 199, 45, 291, 207]]"
2175,002908.jpg,"[['aeroplane', 0.2952522933483124, 193, 112, 297, 231]]"
2176,001030.jpg,"[['train', 0.216875359416008, 53, 125, 408, 258], ['person', 0.17262199521064758, 469, 164, 489, 222]]"
2177,004533.jpg,"[['aeroplane', 0.6446985602378845, 209, 191, 303, 229]]"
2178,001116.jpg,"[['person', 0.5257528424263, 36, 26, 443, 368]]"
2179,005626.jpg,"[['train', 0.3931911587715149, 2, 19, 492, 337]]"
2180,005498.jpg,"[['sofa', 0.41251686215400696, 68, 176, 397, 334], ['chair', 0.3544726073741913, 11, 237, 232, 378], ['chair', 0.3516440987586975, 421, 163, 493, 297], ['tvmonitor', 0.10847068578004837, 429, 166, 485, 249]]"
2181,001547.jpg,"[['aeroplane', 0.6707432270050049, 45, 97, 478, 224]]"
2182,002177.jpg,"[['car', 0.5359594225883484, 228, 180, 513, 302], ['car', 0.42831334471702576, 1, 176, 98, 234], ['bus', 0.4226204454898834, 73, 108, 324, 245], ['car', 0.35829511284828186, -6, 166, 130, 334], ['car', 0.3507271111011505, 26, 195, 132, 306], ['bus', 0.3360000252723694, 5, 126, 94, 192], ['car', 0.19520853459835052, 199, 180, 322, 259]]"
2183,008328.jpg,"[['dog', 0.7190561294555664, 130, 150, 262, 433]]"
2184,003040.jpg,"[['dog', 0.3782689869403839, 144, 115, 391, 291], ['person', 0.21037361025810242, 253, 47, 494, 312], ['person', 0.10610484331846237, 30, -20, 446, 262]]"
2185,009451.jpg,"[['sheep', 0.44702449440956116, -2, 59, 53, 138], ['sheep', 0.3977966010570526, 127, 63, 189, 91], ['sheep', 0.34063681960105896, 158, 104, 437, 403], ['sheep', 0.3236112892627716, 411, 69, 455, 98], ['sheep', 0.20494258403778076, 396, 62, 451, 105], ['sheep', 0.1858517974615097, 201, 217, 393, 392], ['sheep', 0.141305610537529, 1, 46, 46, 92], ['sheep', 0.1328517198562622, 466, 70, 501, 116], ['sheep', 0.13148750364780426, 22, 63, 65, 130], ['sheep', 0.11356039345264435, 176, 98, 355, 264], ['sheep', 0.109434574842453, 463, 43, 502, 95], ['sheep', 0.1015121191740036, 108, 61, 158, 90]]"
2186,008795.jpg,"[['person', 0.1877913624048233, 28, 2, 431, 314], ['person', 0.1117849349975586, 232, 4, 453, 306]]"
2187,006116.jpg,"[['tvmonitor', 0.7431499361991882, 176, 110, 348, 211]]"
2188,004213.jpg,"[['person', 0.4185273051261902, 154, 58, 373, 379], ['person', 0.28086942434310913, 1, 3, 111, 362]]"
2189,007879.jpg,"[['dog', 0.4270652234554291, 106, 5, 426, 270], ['bird', 0.227754607796669, 28, 265, 54, 288], ['bird', 0.10564582794904709, 101, 134, 145, 230]]"
2190,009226.jpg,"[['tvmonitor', 0.6626439690589905, 126, -8, 351, 187], ['car', 0.18163229525089264, -5, 11, 119, 176]]"
2191,000722.jpg,"[['dog', 0.18653418123722076, 145, 66, 457, 332]]"
2192,004483.jpg,"[['train', 0.21762411296367645, -16, 110, 248, 310], ['train', 0.1885155290365219, 11, 137, 442, 306], ['train', 0.1836387813091278, 191, 129, 430, 288]]"
2193,006992.jpg,"[['bus', 0.4247751235961914, 37, 156, 449, 256], ['bus', 0.14486894011497498, 257, 142, 492, 266]]"
2194,007623.jpg,"[['person', 0.5752184391021729, 113, 19, 200, 146], ['horse', 0.5724698305130005, 99, 57, 232, 207]]"
2195,005322.jpg,"[['person', 0.5670701861381531, 2, 20, 286, 472], ['person', 0.14616334438323975, 13, -17, 264, 281]]"
2196,002127.jpg,"[['motorbike', 0.22703562676906586, 23, 93, 448, 360], ['bottle', 0.12371446937322617, 332, 52, 432, 195]]"
2197,005317.jpg,"[['cat', 0.6161395907402039, 33, 31, 509, 382]]"
2198,006378.jpg,"[['cow', 0.6290448307991028, 151, 172, 214, 263], ['cow', 0.5986023545265198, 278, 175, 347, 280], ['person', 0.45153939723968506, 153, 93, 188, 184]]"
2199,004288.jpg,"[['dog', 0.5750641822814941, 178, 127, 425, 386], ['person', 0.522283136844635, 19, 4, 244, 368], ['person', 0.3757861256599426, 224, 4, 521, 364]]"
2200,004757.jpg,"[['bird', 0.5074012279510498, 292, 98, 430, 346], ['bird', 0.4526098072528839, 59, 48, 120, 100]]"
2201,001511.jpg,"[['car', 0.5877295136451721, 13, 39, 491, 276], ['person', 0.5312491059303284, 475, 79, 502, 178], ['person', 0.15095382928848267, 424, 74, 447, 105], ['person', 0.14127615094184875, 406, 70, 434, 108], ['person', 0.1085381805896759, 423, 73, 459, 135]]"
2202,008631.jpg,"[['bird', 0.7845494151115417, 315, 154, 376, 206]]"
2203,009232.jpg,"[['bird', 0.47114789485931396, 211, 94, 406, 350]]"
2204,001722.jpg,"[['person', 0.5507518649101257, 208, 177, 329, 392], ['person', 0.4827578663825989, -9, 281, 59, 388], ['person', 0.4615449011325836, 269, 163, 483, 382], ['person', 0.17060191929340363, 196, 328, 245, 392], ['person', 0.151163250207901, 184, 334, 233, 384]]"
2205,009102.jpg,"[['bird', 0.6877973675727844, 309, 156, 349, 203], ['person', 0.30164098739624023, 4, 144, 251, 406]]"
2206,007545.jpg,"[['bird', 0.31117454171180725, 216, 208, 326, 391]]"
2207,008808.jpg,"[['person', 0.6712005138397217, 117, 32, 189, 201], ['person', 0.6626757979393005, 179, 34, 267, 206], ['person', 0.47109389305114746, 27, 17, 130, 202]]"
2208,007725.jpg,"[['bicycle', 0.5091501474380493, 176, 225, 342, 355], ['person', 0.43369048833847046, 205, 149, 309, 326]]"
2209,009827.jpg,"[['train', 0.7219900488853455, 273, 152, 330, 179], ['train', 0.5656037330627441, 50, 102, 190, 219], ['car', 0.5544278025627136, 466, 167, 504, 207], ['train', 0.14164817333221436, 241, 146, 301, 171]]"
2210,001968.jpg,"[['person', 0.20256151258945465, 42, 64, 158, 330], ['bicycle', 0.165683314204216, 32, 1, 501, 296]]"
2211,000922.jpg,"[['person', 0.7048859596252441, 245, 43, 351, 359], ['train', 0.2162659913301468, 24, 117, 94, 162], ['boat', 0.16474232077598572, 113, 119, 222, 218], ['tvmonitor', 0.14731921255588531, 376, 216, 445, 339]]"
2212,007317.jpg,"[['bird', 0.15406513214111328, 52, 190, 278, 325]]"
2213,001863.jpg,"[['car', 0.6093348860740662, 161, 77, 421, 285]]"
2214,000963.jpg,"[['dog', 0.4142073094844818, 3, 3, 389, 323], ['dog', 0.12515653669834137, 196, 252, 484, 337]]"
2215,008286.jpg,"[['sofa', 0.44649988412857056, 222, 293, 467, 431], ['boat', 0.27837589383125305, 273, 159, 358, 243], ['boat', 0.2579915225505829, 73, 161, 244, 270], ['boat', 0.19530202448368073, 49, 95, 277, 308]]"
2216,003257.jpg,"[['car', 0.4304383099079132, 7, 7, 481, 228]]"
2217,008949.jpg,"[['tvmonitor', 0.5204681158065796, 212, -32, 479, 180], ['car', 0.4204539954662323, -11, 188, 117, 361]]"
2218,001437.jpg,"[['person', 0.60642409324646, 130, 27, 404, 339], ['pottedplant', 0.33864057064056396, 57, 84, 176, 232], ['pottedplant', 0.3113122880458832, 6, 95, 100, 254], ['person', 0.1637270599603653, 198, 50, 331, 128], ['pottedplant', 0.11381861567497253, -22, 85, 68, 227]]"
2219,000293.jpg,"[['person', 0.7222986221313477, 149, 51, 186, 121], ['car', 0.688440203666687, -3, 65, 461, 331], ['person', 0.5131428241729736, 15, 26, 67, 175], ['person', 0.4412488341331482, 148, 40, 222, 108], ['person', 0.3430411219596863, 450, 45, 506, 193], ['person', 0.2513361871242523, 137, 29, 197, 122], ['person', 0.17930562794208527, 165, 46, 209, 121], ['car', 0.11324374377727509, 65, 47, 122, 130]]"
2220,001359.jpg,"[['train', 0.39413905143737793, 195, 93, 386, 273]]"
2221,005167.jpg,"[['boat', 0.16620813310146332, 155, 170, 308, 381]]"
2222,009616.jpg,"[['bottle', 0.5077986121177673, 418, 252, 471, 347], ['bird', 0.3015478253364563, 177, 84, 364, 281]]"
2223,007701.jpg,"[['car', 0.7630037069320679, 246, 188, 444, 267], ['car', 0.7374832630157471, 2, 184, 122, 255], ['car', 0.6553924083709717, 176, 189, 292, 252], ['person', 0.2049970179796219, 154, 187, 181, 234], ['car', 0.15485604107379913, -10, 186, 51, 252]]"
2224,006324.jpg,"[['car', 0.5759580731391907, 249, 202, 410, 288], ['car', 0.39741429686546326, 94, 227, 180, 258]]"
2225,001694.jpg,"[['cat', 0.39116761088371277, 83, 14, 387, 297]]"
2226,004599.jpg,"[['bottle', 0.6975040435791016, 304, 103, 331, 223], ['bottle', 0.6597578525543213, 134, 20, 230, 454], ['person', 0.3270305097103119, -7, -16, 145, 279], ['person', 0.19361089169979095, 176, 0, 333, 194], ['bottle', 0.10654570907354355, 126, -1, 226, 254]]"
2227,001660.jpg,"[['aeroplane', 0.4996089041233063, 154, 118, 469, 202]]"
2228,002309.jpg,"[['bird', 0.46622124314308167, 36, 40, 420, 269]]"
2229,008440.jpg,"[['aeroplane', 0.554783284664154, 27, 19, 515, 342]]"
2230,002071.jpg,"[['horse', 0.666335940361023, 157, 116, 310, 275], ['horse', 0.6475781798362732, 74, 121, 132, 240], ['person', 0.43682441115379333, 198, 82, 269, 194], ['person', 0.28208234906196594, 281, 108, 313, 157], ['horse', 0.24396297335624695, 341, 163, 415, 226], ['horse', 0.20490846037864685, 233, 129, 377, 259], ['person', 0.195337176322937, 83, 114, 138, 200], ['horse', 0.1678026020526886, 292, 135, 378, 233], ['cow', 0.11123789846897125, 369, 176, 423, 220], ['person', 0.10574404895305634, 273, 101, 327, 200], ['person', 0.10390013456344604, 224, 97, 309, 199]]"
2231,004374.jpg,"[['boat', 0.8147037625312805, 171, 173, 277, 218]]"
2232,006993.jpg,"[['bicycle', 0.2750873565673828, 69, 27, 467, 329]]"
2233,006227.jpg,"[['dog', 0.5467075109481812, 91, 66, 257, 128]]"
2234,001697.jpg,"[['cow', 0.6278839111328125, 272, 221, 350, 277]]"
2235,001217.jpg,"[['dog', 0.3529984951019287, 38, 130, 228, 332], ['dog', 0.2664245665073395, 206, 143, 537, 368], ['dog', 0.1486024260520935, 49, 111, 491, 344]]"
2236,005802.jpg,"[['bird', 0.47094786167144775, 347, 362, 380, 401], ['bird', 0.23644758760929108, 94, 32, 433, 319]]"
2237,000087.jpg,"[['aeroplane', 0.0, 0, 0, 0, 0]]"
2238,009856.jpg,"[['car', 0.5271494388580322, 118, 241, 192, 294], ['car', 0.4501781165599823, -4, 241, 65, 322], ['car', 0.43874359130859375, 389, 240, 501, 325]]"
2239,008071.jpg,"[['dog', 0.559838056564331, 89, 309, 303, 463], ['pottedplant', 0.13021376729011536, -10, 7, 175, 469], ['chair', 0.1134217157959938, 4, 364, 56, 515]]"
2240,006942.jpg,"[['bicycle', 0.48922204971313477, 49, 21, 469, 325]]"
2241,005538.jpg,"[['cat', 0.720090389251709, 51, 284, 155, 406]]"
2242,004290.jpg,"[['car', 0.7545861601829529, 340, 193, 423, 275], ['car', 0.7468766570091248, -26, 212, 67, 295]]"
